"geneName" "repeatClass" "repeatName" "SRR5962198" "SRR5962199" "SRR5962200" "SRR5962201" "SRR5962202" "SRR5962203" "SRR5962204" "SRR5962205" "SRR5962206" "SRR5962207" "SRR5962208" "SRR5962209" "SRR5962210" "SRR5962211" "SRR5962212" "SRR5962213" "SRR5962214" "SRR5962215" "SRR5962216" "SRR5962217" "SRR5962218" "SRR5962219" "SRR5962220" "SRR5962221" "SRR5962222" "SRR5962223" "SRR5962224" "SRR5962225" "SRR5962226" "SRR5962227" "SRR5962228" "SRR5962229" "SRR5962230" "SRR5962231" "SRR5962232" "SRR5962233" "SRR5962234" "SRR5962235" "SRR5962236" "SRR5962237" "SRR5962238" "SRR5962239" "SRR5962240" "SRR5962241"
"118" "AC019205.2" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 6 6 2 0 2 0 0 4 0 0 0 6 0 2 0 2 0
"119" "AC090044.2" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"120" "AC091813.2" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"121" "AC241377.1" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"122" "AL133493.2" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"123" "AL353147.1" "LINE" "L1M5" 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 2 0 0 0 2 0 0 0 0
"124" "AP1S3" "LINE" "L1M5" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"125" "ARPC3P1" "LINE" "L1M5" 12 16 60 160 34 40 172 24 12 16 16 20 4 28 28 74 182 92 84 88 140 140 0 20 40 60 146 294 64 40 12 46 104 4 88 32 64 42 64 144 114 146 128 36
"126" "CHADL" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"127" "CRLF3" "LINE" "L1M5" 2 0 0 0 0 0 0 0 0 4 0 0 0 0 0 4 2 0 0 0 0 0 0 0 4 0 0 10 2 0 2 2 0 0 0 0 0 2 0 0 2 4 6 0
"128" "CTC-241N9.1" "LINE" "L1M5" 4 8 14 8 16 8 32 4 8 6 14 14 2 2 10 44 22 18 16 4 10 30 0 6 4 6 14 8 30 24 14 4 18 8 74 8 12 4 34 40 16 14 28 8
"129" "CTD-2016O11.1" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"130" "DGCR9" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"131" "FAM226B" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"132" "FAM76B" "LINE" "L1M5" 48 16 32 104 32 32 184 56 0 16 8 24 50 16 0 120 128 88 72 120 96 88 0 0 48 32 8 48 136 112 6 56 32 12 44 16 48 8 40 56 48 30 24 8
"133" "FKSG70" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"134" "KB-226F1.2" "LINE" "L1M5" 2 0 2 2 0 0 8 0 0 2 0 2 0 6 0 0 0 0 2 0 20 2 0 8 0 0 0 0 0 4 2 2 0 0 4 2 2 0 0 0 2 0 8 0
"135" "KRT18P57" "LINE" "L1M5" 2 0 4 14 10 6 12 0 0 6 0 0 2 2 2 6 4 4 4 10 0 14 0 0 10 2 12 6 10 8 0 2 6 0 14 0 0 0 6 2 8 6 2 2
"136" "LALBA" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 4 0
"137" "LDHAP4" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"138" "MAGEA9B" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"139" "MCMBP" "LINE" "L1M5" 0 0 8 48 28 16 88 24 8 8 20 24 0 0 52 52 36 52 36 12 12 32 0 20 4 48 56 146 20 12 0 24 40 8 46 48 60 4 40 60 36 48 62 44
"140" "PRPF38B" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"141" "PURB" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"142" "RN7SL757P" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"143" "RNASE10" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"144" "RNU6-209P" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"145" "RNU6-282P" "LINE" "L1M5" 22 2 20 22 26 16 40 8 2 12 22 4 8 4 6 26 72 38 18 10 52 20 0 8 8 4 28 46 28 10 4 26 8 4 20 8 24 4 24 44 24 26 24 10
"146" "RNU6-38P" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"147" "RNU6-749P" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"148" "RP11-1109M24.16" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"149" "RP11-281O15.7" "LINE" "L1M5" 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"150" "RP11-316I3.1" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"151" "RP11-348A7.1" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 18 12 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2
"152" "RP11-357G3.1" "LINE" "L1M5" 12 4 6 24 8 8 42 4 4 2 16 8 6 6 8 48 28 22 20 26 36 24 0 4 16 10 18 44 8 10 0 10 12 8 14 2 6 4 16 16 12 14 16 24
"153" "RP11-452L6.7" "LINE" "L1M5" 6 0 10 44 26 6 94 18 8 6 32 12 6 10 20 36 52 58 42 28 40 54 0 34 24 50 48 116 42 116 26 62 44 22 56 44 40 32 44 56 62 62 64 16
"154" "RP11-456O19.3" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"155" "RP11-511B23.1" "LINE" "L1M5" 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 6
"156" "RP11-600F24.1" "LINE" "L1M5" 0 4 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"157" "RP11-628M2.1" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"158" "RP11-690C23.5" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"159" "RP11-749H20.1" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"160" "RP11-90B9.2" "LINE" "L1M5" 0 0 12 12 0 0 6 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 6 0 6 0 0 14 0 0 0 6 6 0 0 0 0 0 0
"161" "RP3-468O1.6" "LINE" "L1M5" 0 0 0 6 0 0 6 0 0 0 6 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0
"162" "RP3-512E2.2" "LINE" "L1M5" 2 0 0 2 0 0 0 0 2 0 0 0 0 0 0 2 22 6 4 0 4 0 0 0 0 0 0 0 0 6 0 2 6 0 0 0 0 0 6 6 4 4 4 0
"163" "RP5-1027O11.1" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"164" "RP5-1053E7.2" "LINE" "L1M5" 4 0 0 4 0 0 4 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 4 0 0 0 0 0 0 4 0 0 0 0
"165" "RTKN2" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"166" "SEMA6B" "LINE" "L1M5" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1
"167" "SPTY2D1-AS1" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"168" "TMEM184B" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"169" "TPRX1" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"170" "TUBG2" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
"171" "UBE3AP2" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"172" "UGT2B29P" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"173" "ZNF619P1" "LINE" "L1M5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"174" "AL159140.1" "LINE" "L1M6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0
"175" "ATF4P1" "LINE" "L1M6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"176" "KLHL38" "LINE" "L1M6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"177" "RP11-752P2.1" "LINE" "L1M6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"178" "AC008836.1" "LINE" "L1M7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"179" "DDX10P1" "LINE" "L1M7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"180" "NMNAT1P1" "LINE" "L1M7" 0 0 0 0 0 0 6 0 0 0 0 12 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0
"181" "ZNF33AP1" "LINE" "L1M7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0
"182" "DDX10P1" "LINE" "L1M8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"183" "ATP5G2P3" "LINE" "L1MA1" 4 4 14 8 16 8 32 2 4 2 8 12 2 0 2 24 6 6 14 2 22 10 0 16 4 10 8 40 32 38 6 6 14 10 18 4 0 2 0 20 24 22 44 2
"184" "RP11-285B24.1" "LINE" "L1MA1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"185" "SNORA16" "LINE" "L1MA1" 12 4 4 12 16 4 144 8 8 0 44 16 16 4 0 88 28 32 20 72 36 28 0 16 28 60 16 874 64 4 72 24 44 12 8 44 24 104 28 188 100 216 60 0
"186" "ZNF81" "LINE" "L1MA1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"187" "FAM72A" "LINE" "L1MA10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"188" "OR5K4" "LINE" "L1MA10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"189" "RP5-991G20.1" "LINE" "L1MA10" 0 0 2 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 2 0 4 0 0 0 0 0 0 0 2 0 0 4 0 0 2 0 0 0 0 0 0 0 0 0
"190" "TSACC" "LINE" "L1MA10" 22 32 52 94 70 40 320 32 20 16 42 4 16 56 64 152 168 76 64 50 62 268 4 32 66 70 390 254 174 214 66 152 142 32 256 100 376 126 110 206 92 174 58 118
"191" "CYP4A26P" "LINE" "L1MA2" 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"192" "CYP2C58P" "LINE" "L1MA3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"193" "GRPEL2P2" "LINE" "L1MA3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"194" "MCMBP" "LINE" "L1MA3" 0 0 4 24 14 8 44 12 4 4 10 12 0 0 26 26 18 26 18 6 6 16 0 10 2 24 28 72 10 6 0 12 20 4 22 24 30 2 20 30 18 24 30 22
"195" "RP11-231C14.8" "LINE" "L1MA3" 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0
"196" "CNOT7" "LINE" "L1MA4" 6 4 10 42 14 14 58 10 16 0 32 10 8 14 16 26 76 26 40 26 40 46 0 10 26 6 28 0 26 16 18 18 18 4 24 22 16 18 26 28 20 24 14 2
"197" "CTB-70G10.1" "LINE" "L1MA4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"198" "GS1-388B5.8" "LINE" "L1MA4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"199" "RNASE10" "LINE" "L1MA4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"200" "RNU6-282P" "LINE" "L1MA4" 16 2 14 48 58 38 88 20 16 18 30 14 6 10 14 62 86 48 34 46 74 34 0 14 30 16 54 116 58 52 10 36 22 10 60 34 44 12 68 30 74 42 48 26
"201" "RP11-206B11.1" "LINE" "L1MA4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"202" "RP11-281O15.7" "LINE" "L1MA4" 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"203" "RP11-500K19.2" "LINE" "L1MA4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 6 0 0 0 0 2 0 0 0 0 0 0
"204" "RP5-991G20.1" "LINE" "L1MA4" 0 0 2 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 2 0 4 0 0 0 0 0 0 0 2 0 0 4 0 0 2 0 0 0 0 0 0 0 0 0
"205" "TRMT112P6" "LINE" "L1MA4" 0 0 2 2 4 0 0 0 0 2 4 0 0 0 0 2 0 0 2 0 6 0 0 0 4 2 0 0 0 2 0 0 2 0 0 0 2 0 0 0 4 0 2 2
"206" "AC007875.2" "LINE" "L1MA4A" 0 0 0 0 2 0 6 0 0 0 0 0 0 0 2 12 4 6 0 0 2 0 0 0 0 0 0 0 0 0 0 0 4 0 2 6 2 0 0 0 2 8 0 0
"207" "AF238378.7" "LINE" "L1MA4A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"208" "KCTD9P5" "LINE" "L1MA4A" 12 2 0 0 0 4 0 22 4 2 0 0 14 10 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 4 0 0 2 0 0 0 0 0 0 0 0 0 0
"209" "OR5K4" "LINE" "L1MA4A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"210" "RP1-292B18.1" "LINE" "L1MA4A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"211" "AC079117.3" "LINE" "L1MA5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"212" "AL121588.1" "LINE" "L1MA5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"213" "C1orf87" "LINE" "L1MA5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"214" "CASP14" "LINE" "L1MA5" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"215" "CICP16" "LINE" "L1MA5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
"216" "CICP19" "LINE" "L1MA5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"217" "IGHV3-21" "LINE" "L1MA5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 4 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"218" "RP11-15A1.7" "LINE" "L1MA5" 0 2 8 6 4 6 28 0 4 0 4 4 2 4 4 6 12 2 36 0 22 14 0 4 8 4 20 20 20 8 0 6 6 0 6 8 14 2 20 8 10 8 14 2
"219" "RP11-23E10.3" "LINE" "L1MA5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"220" "SERPINE2" "LINE" "L1MA5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"221" "CCT3" "LINE" "L1MA5A" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 2 0 0 0 0 0 6 0
"222" "MTND1P21" "LINE" "L1MA5A" 2 0 22 14 44 2 0 4 0 2 10 4 8 14 8 54 46 10 8 10 0 0 2 28 60 40 78 0 52 36 30 28 0 10 22 10 0 26 0 0 0 36 0 22
"223" "RP11-455J15.1" "LINE" "L1MA5A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"224" "RPL29P22" "LINE" "L1MA5A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"225" "ABBA01031664.1" "LINE" "L1MA6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36
"226" "AC079117.3" "LINE" "L1MA6" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"227" "RPL10P1" "LINE" "L1MA6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"228" "snoU13" "LINE" "L1MA6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"229" "UBTFL5" "LINE" "L1MA6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"230" "AC007358.1" "LINE" "L1MA7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"231" "AC116609.1" "LINE" "L1MA7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"232" "AL513487.1" "LINE" "L1MA7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"233" "CTD-2023J5.1" "LINE" "L1MA7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"234" "LINC00851" "LINE" "L1MA7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"235" "OR2J1" "LINE" "L1MA7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"236" "OR2J2" "LINE" "L1MA7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 2 0 0 0 0 0 2
"237" "RP11-1166P10.1" "LINE" "L1MA7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"238" "RP11-1360M22.2" "LINE" "L1MA7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
